Name,Score
Trayveon Williams,12.305499627237628
Trenton Irwin,12.040549371875372
Equanimeous St. Brown,12.012405950763325
Austin Hooper,11.991747721557854
Trent Sherfield,11.97375878952871
Tevin Coleman,11.955072941457669
Justin Watson,11.75495600652488
DeeJay Dallas,11.274767320512508
D\'Ernest Johnson,11.262831276599462
Tyrie Cleveland,11.24626077473282
Joshua Kelley,10.997618235918372
Mike Thomas,10.85427021293791
Stanley Morgan Jr.,10.835256765786408
Marquise Goodwin,10.783286011399325
Harrison Bryant,10.662224447701934
Tom Kennedy,10.54740631875204
Malcolm Brown,10.405701263705645
Mo Alie-Cox,9.887080757651606
Cody White,9.829206585383904
Ty Montgomery,9.78135661909523
Will Dissly,9.757027721986093
Ameer Abdullah,9.734186677847696
Jake Funk,9.490804881059852
Drew Sample,9.351761954098178
Jacob Hollister,9.130207347792048
C.J. Board,9.118462848143691
Patrick Taylor,9.06484623984895
Latavius Murray,9.062777395568407
Ty\'Son Williams,9.051322407116167
Kene Nwangwu,9.034971924304463
Stephen Anderson,8.882603525510254
Anthony Firkser,8.785405798919419
Gunner Olszewski,8.755713071884152
Deon Jackson,8.588043389286556
Tommy Tremble,8.253766393188865
Tylan Wallace,8.071671427562883
Cody Hollister,7.743244418570716
Tony Jones,7.737632498130023
KhaDarel Hodge,7.719038477874869
Kendall Blanton,7.265619761889319
Brandon Bolden,7.062330417345574
Devin Asiasi,7.051253658237652
Jamycal Hasty,6.924889981360272
DeSean Jackson,6.705464255000366
Tre\' McKitty,6.40628554293792
Mitchell Wilcox,6.338548489846427
Jordan Akins,6.329014650948846
Josh Gordon,6.322088790377211
Tommy Sweeney,6.290126559166016
Ian Thomas,6.174060064882849
Marcus Kemp,6.09943368820697
Geoff Swaim,5.996686579876152
Brock Wright,5.992721571640651
Mark Ingram,5.991615250366746
Qadree Ollison,5.980981046836049
Zach Gentry,5.928819315923627
Alec Ingold,5.886068261911118
Reggie Gilliam,5.874078190064947
River Cracraft,5.868031549204093
Jordan Wilkins,5.790299245605424
Phillip Lindsay,5.6144122229515805
Josiah Deguara,5.568931489085071
Jake Kumerow,5.2370928219449
Jesper Horsted,5.072078679888873
Matt Breida,5.053936540283201
Juwan Johnson,4.887609926508769
Miles Boykin,4.7544609494676715
Kylin Hill,4.533913091039082
Alex Erickson,4.503420307153572
Anthony McFarland Jr.,4.447826798389777
Tyree Jackson,4.339060259750897
