Name,Score
Antonio Gibson,0.2920921546768796
Nick Foles,0.2917831954306448
Chase Claypool,0.2911898799514458
Rashaad Penny,0.2905070664665047
Tyler Allgeier,0.29028589493188056
C.J. Beathard,0.29011041797447523
Gerald Everett,0.2892006461461424
Richie James,0.2878158088286211
Nick Mullens,0.2857831448283089
Juwan Johnson,0.28448202057688055
Adam Thielen,0.28361203503618226
Skylar Thompson,0.28352742999530406
Elijah Moore,0.28205918333497854
Noah Fant,0.2820345071990229
Josh Reynolds,0.2808483982071743
Mack Hollins,0.2784242747958419
Devin Singletary,0.2772261939198145
Trace McSorley,0.2764717091594325
Cam Akers,0.2751742930755012
Noah Brown,0.2746951388394391
Jeff Wilson,0.2745515799519312
Damien Harris,0.274312767798681
Javonte Williams,0.2729743688139199
Clyde Edwards-Helaire,0.26774996769554765
Zonovan Knight,0.267350730315771
Kalif Raymond,0.2650907170325937
Darren Waller,0.26345220561103555
Isiah Pacheco,0.25926624062497566
Devin Duvernay,0.25840063539192865
Khalil Herbert,0.25797010769235273
J.K. Dobbins,0.2579454565675063
Deonte Harty,0.25660698405063154
Allen Robinson,0.25420128755843685
DeAndre Carter,0.2539538085415006
Trenton Irwin,0.2519034703996962
James Cook,0.24999288296436373
Tyquan Thornton,0.24795362818802563
Kadarius Toney,0.24760755694273018
Tyler Higbee,0.24692930220049944
Isaiah McKenzie,0.2465155619502259
Tyler Conklin,0.244307967223608
Quez Watkins,0.24130962384572535
Isaiah Likely,0.24107858179229605
Corey Davis,0.2400373099387273
Raheem Mostert,0.2397267465014865
Daniel Bellinger,0.23966967694301525
Cade Otton,0.2394791389601664
Van Jefferson,0.23919427981055946
Hayden Hurst,0.2381565275604531
Quintez Cephus,0.23483056364510607
Jordan Akins,0.2343905034458014
Tim Patrick,0.23274505663916348
David Blough,0.2316317066730565
James Robinson,0.2299739819905508
Rachaad White,0.22742578626747262
Cordarrelle Patterson,0.22739596980471438
Jamison Crowder,0.22702866185053253
Shi Smith,0.22615782777258447
DeVante Parker,0.22591287832977464
Will Dissly,0.2251999389217257
Kenneth Gainwell,0.22468276660199515
Marquez Valdes-Scantling,0.22251967376871468
Michael Carter,0.22219379764854752
Brian Hoyer,0.22098354504762868
D\'Onta Foreman,0.22063174078703984
Jauan Jennings,0.2201915805092865
Amari Rodgers,0.21972796620428114
Robert Tonyan,0.2197254746576229
Ben Skowronek,0.21947853757380836
Myles Gaskin,0.21812045671889913
Jordan Love,0.21720506061715897
Laviska Shenault Jr.,0.21659777386371826
Matt Barkley,0.2146364919705567
Robert Woods,0.2131028289951734
Marvin Jones,0.2118196762962053
Skyy Moore,0.20648701229437588
Kendrick Bourne,0.2048816434066993
Noah Gray,0.20255869672274032
Trent Sherfield,0.20117832457262447
Freddie Swain,0.201106063224661
Colby Parkinson,0.19976039654983332
Odell Beckham Jr.,0.19890842738826142
Nick Westbrook-Ikhine,0.19798015012158554
Mike Gesicki,0.19609490268676985
Tutu Atwell,0.19515229243963989
Jalen Guyton,0.1936073815762619
Eno Benjamin,0.19317951850950194
Austin Hooper,0.19201529341155335
Cole Beasley,0.19187152337170382
Chris Streveler,0.19086593979830324
Chigoziem Okonkwo,0.19070264538705436
Hunter Henry,0.18930898659711567
Chuba Hubbard,0.18929022543950041
Kendall Hinton,0.18685251578737766
Brock Wright,0.1864391709752448
Alexander Mattison,0.1859388353078129
Jelani Woods,0.18521828339433896
Samaje Perine,0.18489518513822345
David Bell,0.18062982858477217
Tyler Johnson,0.17747250261213543
Kylen Granson,0.17671802425842428
KJ Hamler,0.17665852412896343
Khalil Shakir,0.1744858525524724
Harrison Bryant,0.17104842308550153
Jalen Reagor,0.1707142648568139
Jack Stoll,0.17007537365814682
Trey McBride,0.16973976995805737
Joshua Kelley,0.16972263657138115
Lawrence Cager,0.16890891249922782
Quintin Morris,0.16882625939965137
Gus Edwards,0.16867431885201756
Jaylen Warren,0.16627835755363868
Garrett Gilbert,0.16147383489168032
Samori Toure,0.16095299594651735
Jake Ferguson,0.16055830513914762
Brandon Johnson,0.15985594704814804
Tom Kennedy,0.15934690614053681
Steven Sims,0.1590318659544439
Jermar Jefferson,0.15844339609767852
Tommy Tremble,0.15811428815509795
Teagan Quitoriano,0.15745094148189917
Nyheim Hines,0.1574092532921833
Deon Jackson,0.1568141265523056
Shane Zylstra,0.15672448432268385
Tim Boyle,0.1559113388051355
Grant Calcaterra,0.15504907807046045
Equanimeous St. Brown,0.1536091872056244
Velus Jones Jr.,0.1525715737538384
Logan Thomas,0.1518318781481244
Trey Sermon,0.15089980963426256
